Algorithm,Instance,Mean Time (ms)
AURORA_PROVER_PRIME_FIELD,9,1927.683163
AURORA_PROVER_PRIME_FIELD,10,2974.615103
AURORA_PROVER_PRIME_FIELD,11,4981.636659
AURORA_PROVER_PRIME_FIELD,12,9400.275383
AURORA_PROVER_PRIME_FIELD,13,18058.647995
AURORA_PROVER_PRIME_FIELD,14,35547.714096
AURORA_PROVER_PRIME_FIELD,15,70946.954839
AURORA_PROVER_PRIME_FIELD,16,141938.435645
AURORA_PROVER_PRIME_FIELD,17,282102.618055
AURORA_PROVER_PRIME_FIELD,18,567339.569047
