Range,Mean CPU Time (microseconds)
10,0.17070035422511864
11,0.18346531155002596
12,0.2001008181248835
13,0.21259348759995197
14,0.22516685279988458
15,0.2375173013667033
16,0.25102871656636133
17,0.26633461200011277
18,0.27908174053324425
19,0.2928072809005243
20,0.30437103080003
21,0.320789381949362
22,0.33603055544954263
23,0.34591452655149624
24,0.35847014535174826
25,0.3716345977998572
