Range,Mean CPU Time (microseconds)
10,275.94724436939873
11,277.265511261599
12,276.5872474261967
13,276.16727908179746
14,276.41045361689174
15,277.5428197126981
16,277.92524388990427
17,567.5860897470034
18,561.9052926876029
19,567.4117888167965
20,568.4658822105033
21,565.1614371713979
22,567.5339410253976
23,566.673326713103
24,566.5105343897011
25,566.7180205149024
