Range,Mean CPU Time (microseconds)
10,19.01922374400001
11,19.14644666610002
12,23.927554089200385
13,24.116892731000192
14,24.151485417799993
15,24.303521570699374
16,24.430310524000017
17,28.0259768048003
18,29.545492779699636
19,32.43299295319957
20,32.39898506479949
21,38.343137859800116
22,38.37966404620056
23,38.418406713500005
24,38.48366331770012
25,38.67931104279997
