Range,Mean CPU Time (microseconds)
10,0.09541173375681476
11,0.1039805272140906
12,0.11001893788367549
13,0.11694726763283447
14,0.12331264824970276
15,0.1299213308194885
16,0.13699350218026665
17,0.1434912812206312
18,0.15104294046061117
19,0.1571788157496485
20,0.1650782656244701
21,0.1719295582995983
22,0.17819734369950313
23,0.18453205814985268
24,0.19142003602501065
25,0.20093902199975372
