Range,Mean CPU Time (microseconds)
10,0.07612156311127669
11,0.08361613654979011
12,0.08983761405015685
13,0.09613918062864937
14,0.10440417697131386
15,0.11143889905009323
16,0.11731303761674403
17,0.12289050013326536
18,0.12970363760017792
19,0.1366263351397356
20,0.14334881835980923
21,0.15029346636030827
22,0.15664524422481918
23,0.1652816909498142
24,0.17118253180033208
25,0.17765777197473653
