Range,Mean CPU Time (microseconds)
10,128.7379461336008
11,128.86046526389546
12,128.79331523829896
13,129.12455748450594
14,129.00051363490348
15,272.580717961202
16,272.43653463399687
17,275.09475495500084
18,276.4409401490033
19,274.96897673750067
20,276.1484822436119
21,274.9162135749939
22,275.55241231371184
23,276.7427856941009
24,276.95983938399587
25,275.4359740760992
