Range,Mean CPU Time (microseconds)
10,17.50616884733305
11,17.559672746333185
12,17.638942989999727
13,17.708699964333693
14,17.807267180667015
15,17.833238263332536
16,17.91078663233202
17,34.14717850433468
18,34.228044998332436
19,34.59514651133395
20,34.6112351640016
21,34.48151269266721
22,34.56568286566592
23,34.66210904533364
24,34.77460305366791
25,34.82436752399856
