Range,Mean CPU Time (microseconds)
10,0.08942536598733569
11,0.09537996914295947
12,0.1038534104569408
13,0.109991369433313
14,0.11644859124996099
15,0.12301848931674615
16,0.12931832178015612
17,0.13694044838004632
18,0.14346530579990943
19,0.15083195472005173
20,0.1570295839001119
21,0.1659958048250701
22,0.17180568242529262
23,0.1786094795248573
24,0.18437541729999793
25,0.1898986991998754
