Range,Mean CPU Time (microseconds)
10,128.495909739699
11,128.77592767499735
12,128.79926658709883
13,128.88765837620014
14,128.86285998989916
15,128.93614490880137
16,274.61025312760177
17,273.56895381759824
18,274.9021127788001
19,275.34786443069754
20,275.01746789139287
21,275.41728969560063
22,275.063597737503
23,275.17429869700277
24,275.1815675393969
25,275.1555585375987
