Range,Mean CPU Time (microseconds)
10,0.09342999223805407
11,0.10205200147642504
12,0.10934768555529847
13,0.11670964411112233
14,0.12662658088872075
15,0.13371046926646765
16,0.1406843765333178
17,0.1481644453999858
18,0.15546101925034841
19,0.16373253825076972
20,0.17062337750030565
21,0.18088252783309144
22,0.18783104791691585
23,0.19780258483297075
24,0.20519256511033745
25,0.21235553811129648
