Range,Mean CPU Time (microseconds)
10,0.11701940144444556
11,0.12735634855521816
12,0.13455252093359982
13,0.14149452933343123
14,0.1488461128664009
15,0.15579341733367374
16,0.16471169925049858
17,0.1716763768332991
18,0.18052008483452178
19,0.18734436016651065
20,0.19751979958285423
21,0.20451390966546668
22,0.211472668778798
23,0.21927906533205208
24,0.22639449977820428
25,0.2393425758879554
