Range,Mean CPU Time (microseconds)
10,132.62810235233337
11,132.44297669833273
12,132.6663407566666
13,133.29929059466423
14,133.34787062600176
15,279.6249211503309
16,279.110953248659
17,281.15031776367687
18,281.91431654533756
19,281.13431654299103
20,281.47135765632265
21,281.44945995499927
22,281.24649589399144
23,281.6630695666827
24,281.48416455700254
25,281.33413885166135
