Range,Mean CPU Time (microseconds)
10,283.89356997100305
11,284.44637762132817
12,283.8741514163315
13,283.5315690953333
14,283.7354684313371
15,283.86678772966354
16,283.8832677933291
17,581.3124449973304
18,577.9029401633258
19,581.0759794119997
20,581.6660342356674
21,581.9241417069959
22,581.3327443669987
23,581.1739443070012
24,581.3515759636648
25,582.4132160550022
