Range,Mean CPU Time (microseconds)
10,18.962069955334304
11,19.008280969001735
12,19.025334113985682
13,19.13538022065768
14,19.298393332321815
15,19.375327696674503
16,19.45847993266458
17,37.04216898399561
18,37.169172796993124
19,37.465090833332695
20,37.53716969666614
21,37.63125790066745
22,37.69407594266037
23,37.80088205666591
24,37.8234287846523
25,37.88349676100188
