Range,Mean CPU Time (microseconds)
10,8.188824746680137
11,8.228656325663906
12,8.259669590654086
13,8.302796459000092
14,8.330115665012274
15,8.374577568009652
16,18.650861431990055
17,18.69038254700718
18,18.826922731677765
19,18.865334413664336
20,18.916848808332965
21,18.955527819334144
22,18.974477584347675
23,19.009655359996636
24,19.05941342833103
25,19.08436422499168
