Range,Mean CPU Time (microseconds)
10,8.241864758669786
11,8.286209310016904
12,8.327982972007401
13,8.364489704991382
14,8.402962955665618
15,18.657797545669982
16,18.68031824033824
17,18.83434743301283
18,18.869329297662865
19,18.905801671324298
20,18.953860762014905
21,19.007588774674023
22,19.038179495672615
23,19.07533775699752
24,19.11223164233767
25,19.15412160599953
