Range,Mean CPU Time (microseconds)
10,132.26349766166337
11,132.30422844699933
12,132.37799304966757
13,132.4251284589991
14,132.4651853123408
15,132.70500422633387
16,280.3259479136662
17,280.5942723826689
18,282.44657378667034
19,282.63572041699564
20,282.7670626136727
21,283.0941993436669
22,283.1132420376719
23,282.7968002000076
24,283.21914280033286
25,283.3430539539937
