Range,Mean CPU Time (microseconds)
10,0.20516221577822255
11,0.2191354584453317
12,0.2395958677783104
13,0.25365038300030085
14,0.26776063722192905
15,0.28270937583147315
16,0.2966148486678624
17,0.3128506629994566
18,0.32834795316618204
19,0.3453561788337538
20,0.35948722900017555
21,0.3949062088334661
22,0.40955145250093966
23,0.40929210400039057
24,0.4660266661667265
25,0.43810530299985356
